query_id,query,items,labels
15930c5608d745ed9aac1a56fdd792d506e61fb564ed028cf56311886af4026e,I'd like a sports movie,"[910, 983, 434, 644, 614]","['REL', 'REL', 'REL', 'REL', 'REL']"
ef57ec2fbfd2694d7af9c50f9ece485ffdb44c05f88a93e5e70875d935c9adff,Give me a story with magical realism,"[545, 875, 813, 940, 150]","['REL', 'REL', 'REL', 'REL', 'REL']"
9519c1fac87b091e683c27999b1499b3fe0495531f93753c95d72ee136bf58f3,I want a revenge tale,"[412, 300, 708, 241, 572]","['REL', 'REL', 'REL', 'REL', 'REL']"
c935577da6aa59a4cd1c155f77f685cf45a5c945f96db4cbdcc29846e2169e6f,Show something with a plot twist,"[450, 119, 932, 760, 655]","['REL', 'REL', 'REL', 'REL', 'REL']"
a9ec10e7f89fda2fe4be02f33c54333080d0edd413a2ec7b4000633568cc1e62,Suggest a film with a road trip theme,"[798, 621, 961, 775, 791]","['REL', 'REL', 'REL', 'REL', 'REL']"
b8d67a288b35eab94bac3ad10c44fdbb102ad1361c11b5a84d89328290cd771d,Looking for something cozy,"[972, 547, 175, 855, 311]","['REL', 'REL', 'REL', 'REL', 'REL']"
dca240f0f6125a6b1ccb72fe3ac3f90de95436b4610a5881bd8f77a935ec84bd,Can I find a coming-of-age film?,"[593, 432, 620, 837, 598]","['REL', 'REL', 'REL', 'REL', 'REL']"
1e37413b29722971a9c912a4d7fc9f3691d5513382553c6a7de94948dafc4980,Recommend me a foreign movie,"[780, 431, 50, 283, 786]","['REL', 'REL', 'REL', 'REL', 'REL']"
ac57f4edc34d131e9d4942371fb6907ff20d70360966c86b640b181276623658,I want a period piece,"[697, 122, 703, 668, 433]","['REL', 'REL', 'REL', 'REL', 'REL']"
608e4c1ba7a6cfe6629b6030bb57fefad0a44be10bc79da78d9f2c7dae24d6ff,Suggest a film with a festival,"[45, 959, 50, 598, 951]","['REL', 'REL', 'REL', 'REL', 'REL']"
d68019b980edb52dc3ccfebf444316e7790949bf498ec8bf5d7d918dcdcd8cc7,Show me a historical drama,"[176, 812, 84, 549, 462]","['REL', 'REL', 'REL', 'REL', 'REL']"
a332322735df6ca40bf7e3ad2b054e8a3b87037dabf9ee5a9dec6e06ff9bb593,I feel like watching something Sci-Fi.,"[21, 75, 271, 286, 764]","['REL', 'REL', 'REL', 'REL', 'REL']"
07a65256a00c80e46490420a3be00bb75b517bafbb02ea885b67e01207404f93,Can I find a good thriller?,"[119, 450, 559, 118, 36]","['REL', 'REL', 'REL', 'REL', 'REL']"
07cdef078bbc899a450ca87630e17a12f04f6d0c1c83ef0ce78e835c20a2ad8b,Show me action movies set in space,"[746, 582, 745, 21, 493]","['REL', 'REL', 'REL', 'REL', 'REL']"
baaa3743698e69b4234144be9ff84028ed25e6f974a31c2ac196b8f6502d418d,Anything with Denzel Washington?,"[818, 820, 921, 622, 729]","['REL', 'REL', 'REL', 'REL', 'REL']"
06a97bfcd8e12759023a4be80772e66d85eae07dd85ee864471c33628c39d399,Romantic comedies about wizards,"[504, 593, 947, 311, 401]","['REL', 'REL', 'REL', 'REL', 'REL']"
872c73913aa05386ec20f301a2c77e870334630db107e02b01f6578b2500d5c5,Search for films with unexpected plot twists,"[119, 932, 450, 714, 999]","['REL', 'REL', 'REL', 'REL', 'REL']"
32c25da1c0f38794e0dd2c703b112490010b2a62d3f674371766ae36a963e5c2,Tragic love stories,"[736, 244, 962, 204, 128]","['REL', 'REL', 'REL', 'REL', 'REL']"
c81f2644b73f2ade9f37991d76b3ee7600d33e483333dc4e1c8df93e1d6e2d3d,Fantastic adventures suitable for kids,"[471, 178, 976, 399, 741]","['REL', 'REL', 'REL', 'REL', 'REL']"
90483ccf8cde56909738c379de31b9781c5042d5da79751be6d9398a52a4295d,I want something Amish-related,"[552, 543, 531, 311, 422]","['REL', 'REL', 'REL', 'REL', 'REL']"
ed4900a1e2cc749648385ca1c35c851d4c175851665f4cae9623a64c2e30cf22,Discovery tales in science fiction,"[114, 242, 75, 876, 476]","['REL', 'REL', 'REL', 'REL', 'REL']"
27d9fee1c86a0661e16ee69548152840eef5caa50d3549558ee323a27d81cb17,African-American cinéma classics,"[215, 552, 347, 300, 873]","['REL', 'REL', 'REL', 'REL', 'REL']"
c1206a925942c6a925c1330fcea846783e69e3de5806a35be8b8253d54f83284,Stoner comedies a lot stronger than usual,"[855, 569, 514, 837, 683]","['REL', 'REL', 'REL', 'REL', 'REL']"
65d8fa9afab332d4c1849484fc7cb44b4abc0c29acc8b81d01282013378d1d94,What’s a good thriller?,"[119, 450, 36, 37, 171]","['REL', 'REL', 'REL', 'REL', 'REL']"
6c28e18777910138a5293cbb33253921b4134b2089a3d6ab050002b9ddd08819,Hidden gems from thrillers,"[119, 96, 36, 8, 450]","['REL', 'REL', 'REL', 'REL', 'REL']"
7b9a4ff72ab20e8957851ee6d6b395941d5dbbb6253b7d16ac9798298a885082,I want to see a romance movie,"[483, 547, 637, 520, 551]","['REL', 'REL', 'REL', 'REL', 'REL']"
503b593e90dcd823a74b52460080ea6bef6362e7acb9e8f609fae79dd9693999,Are there any films with Meryl Streep?,"[533, 499, 52, 51, 132]","['REL', 'REL', 'REL', 'REL', 'REL']"
528c41a7576cbe484228a1fd108460a850a41e66064497692f3afe8ecb32a444,Show me an animated film,"[875, 976, 394, 756, 377]","['REL', 'REL', 'REL', 'REL', 'REL']"
5cc6dda6c8dd5f4f28cc229b52f22423cd059c1371e9903883243a45079775c4,Give me something from Studio Ghibli,"[199, 26, 30, 591, 405]","['REL', 'REL', 'REL', 'REL', 'REL']"
a5ead8f2f6b235e7012d9abe557a580b64e2031a096c944f705ecfc24dead782,Looking for a mystery,"[878, 714, 932, 934, 712]","['REL', 'REL', 'REL', 'REL', 'REL']"
de91c594c6cce995c6faa5371df69b828704e19dc709ab25dd06d7c4c23aa4b6,Any good action flicks?,"[979, 677, 963, 6, 840]","['REL', 'REL', 'REL', 'REL', 'REL']"
8e70e3e7f1dc803a2eab9fafed28b52432d655b15959972e0ad4e25e7cf69aa0,Show me something set in the 80s,"[593, 514, 47, 108, 183]","['REL', 'REL', 'REL', 'REL', 'REL']"
addab53c9e29b053ef4ab93a63cced23a752344943945952635deee891d56dec,What are some classic comedies?,"[870, 51, 547, 266, 703]","['REL', 'REL', 'REL', 'REL', 'REL']"
f53b8c81c50fc6acd69940eb00a2d8b095a4edfbbbc1fce2324bbc43fbe03339,Recommend a film with a female lead,"[341, 453, 559, 547, 885]","['REL', 'REL', 'REL', 'REL', 'REL']"
32c4d483cb38e9613a4dd9b35b10a188da4cc0fb348fffaec999b53de6074381,Can you find me a fantasy movie?,"[5, 618, 645, 150, 10]","['REL', 'REL', 'REL', 'REL', 'REL']"
e027b142aa853bc3c99d69afc18015910d37ed76013c2b3a459a5920845596b6,I’m in the mood for a great drama,"[620, 631, 383, 149, 199]","['REL', 'REL', 'REL', 'REL', 'REL']"
e61739512e8fba67bc98ee58321a35b5cd725161ab3527a35422e29b1f7e31ac,Show me a film about friendship,"[975, 508, 760, 533, 593]","['REL', 'REL', 'REL', 'REL', 'REL']"
0049842f16700391cb1d47005ed0789fbbf6c113664044c41cf0ab693074894e,What’s a good sci-fi movie?,"[75, 21, 106, 275, 482]","['REL', 'REL', 'REL', 'REL', 'REL']"
af94dfce9fdce71051c4ae74e47da087595338f059342e632d7d6d85667346eb,Suggest a movie with a dog,"[228, 715, 566, 103, 469]","['REL', 'REL', 'REL', 'REL', 'REL']"
32ea03ee4739557da2c3e3cd73b3649caebec334c43bee8c9fe84e1193ffbec5,I want a nice family film,"[32, 531, 377, 466, 200]","['REL', 'REL', 'REL', 'REL', 'REL']"
bae3963f2db6fca264f1538961f558780a01594efe856d0f0568650eef77e779,What are some animated features for adults?,"[394, 875, 23, 741, 66]","['REL', 'REL', 'REL', 'REL', 'REL']"
724c44af54dd7d4f49c98120dc40625017ac557acc9927e8a7cb69b6b8f3ffb5,Show me films set in space,"[745, 21, 114, 686, 286]","['REL', 'REL', 'REL', 'REL', 'REL']"
733594bd9cba21b89ec1bd4dad2efc22df099b47108d8b3b6f2c5cf16b8e6543,Any great films in black and white?,"[154, 711, 82, 554, 673]","['REL', 'REL', 'REL', 'REL', 'REL']"
22e33f2bd8a966764e1249f34e4baf922d3a857cafe65d894987c71edc07a2cb,I’m looking for something with a strong antagonist,"[423, 321, 39, 292, 204]","['REL', 'REL', 'REL', 'REL', 'REL']"
1916cf349a9ecd5ee18b539e42fee5945f28d79fbc8f4c1a79e8dbe0d4921b2a,Find me a musical,"[617, 429, 565, 697, 249]","['REL', 'REL', 'REL', 'REL', 'REL']"
d782c5fbefabcb62c48d82fe9781dfeae8ce2c8a102071a054c222a6660a2ca7,Suggest a movie with mind-bending twists,"[159, 248, 450, 601, 119]","['REL', 'REL', 'REL', 'REL', 'REL']"
23c117bf287820e001396ea229de4d1e77ad6549888cc7990d43b20346971f97,What’s an underrated romance?,"[547, 314, 483, 508, 631]","['REL', 'REL', 'REL', 'REL', 'REL']"
81b96855ebdcb227a4cb9b2670384667d98154fb08bc546f7d670d715550f465,Hallmark-style romantic movies?,"[547, 870, 52, 631, 483]","['REL', 'REL', 'REL', 'REL', 'REL']"
8af945cced5e71200c0a22310e27ba62e3def7e0b4fd656e2e55be0431cacf37,Any hidden gems from the 90s?,"[517, 47, 786, 961, 969]","['REL', 'REL', 'REL', 'REL', 'REL']"
cbe127fb6939c91b7fd0ac3def5b8dd45516ebe3af99cf33cf57da5f1f86d878,I feel like a crime film,"[164, 901, 999, 622, 680]","['REL', 'REL', 'REL', 'REL', 'REL']"
4c27e16f1c8a83a7eab7fd8d2c8c9e0983ec8f91104d5026ebb114d0b9e4745a,Can you show me something action-packed?,"[351, 172, 708, 725, 497]","['REL', 'REL', 'REL', 'REL', 'REL']"
49067c52a9bb8e3ec5da8011016c3a78613fb16eff952e0abbcc5d3a6a523ad6,Looking for a suspenseful thriller,"[119, 559, 999, 712, 863]","['REL', 'REL', 'REL', 'REL', 'REL']"
9cf50cef724f736881b3548ebe814ebb8263f6ee63643eefea52ba07abbc6d03,Suggest a film with court trials,"[79, 437, 838, 680, 182]","['REL', 'REL', 'REL', 'REL', 'REL']"
be8ba470f80b08c7d94282f579f16a7f8c40e6fad930bf9a2f7703c9ac378333,I want a story about self-discovery,"[562, 385, 940, 593, 514]","['REL', 'REL', 'REL', 'REL', 'REL']"
278d0aa2b7f63f21ee40ca6180b7fdf07bae5dc305b7b513767cb244b1b0b650,What’s a good film featuring food?,"[658, 972, 377, 367, 701]","['REL', 'REL', 'REL', 'REL', 'REL']"
